raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz
-0.008012,0.005549,1.011393,0.005931,0.005342,0.007909,0.096993,0.009693,-0.074879
-0.008604,0.006039,1.009887,0.004882,0.004745,0.006974,0.011801,0.004902,0.029494
-0.008557,0.004139,1.012085,0.002931,0.003775,0.004963,0.290907,-0.497098,0.088619
0.117892,0.420987,0.902233,0.014349,0.050124,0.030065,0.308998,-0.236879,-0.48738
0.154222,0.970048,0.029034,0.384033,0.592615,0.447295,0.467744,0.268831,0.094568
-0.030659,0.002092,1.010896,0.010335,0.007889,0.028295,0.383096,-0.196763,0.027398
0.023744,0.51295,0.73515,0.169473,0.356327,0.272763,0.622751,-0.755044,-0.872065
-0.036632,0.001755,1.015406,0.004931,0.004981,0.007524,0.024569,0.033806,-0.004521
0.21747,0.045607,0.981051,0.004628,0.004763,0.007673,0.024176,-0.003706,0.002461
0.217796,0.045836,0.981107,0.004418,0.004533,0.00699,-0.031484,0.018389,-0.043166
0.190768,-0.04556,0.98918,0.002189,0.002238,0.003603,0.046948,-0.079999,-0.111001
0.201652,-0.114941,0.980228,0.001086,0.001067,0.001771,0.12671,-0.072379,-0.04185
-0.017575,-0.169968,0.992103,0.001037,0.001109,0.0018,0.026209,0.009181,-0.025874
-0.015975,-0.003769,1.009133,0.001175,0.001134,0.00212,0.109829,-0.234844,-0.139528
-0.004664,-0.005432,1.007855,0.002093,0.002158,0.003465,0.025945,-0.024663,0.028106
-0.008582,0.008437,1.013913,0.002261,0.002289,0.003361,0.021254,-0.008419,-0.010714
-0.664918,-0.119723,0.756898,0.030225,0.052572,0.024781,-0.68215,0.658396,-0.597603
0.065054,0.325535,0.937022,0.129053,0.163792,0.143847,-0.515767,0.319125,-0.351722
-0.032899,0.00112,1.011215,0.007551,0.007183,0.019796,-0.091519,-0.111569,-0.304173
0.095978,0.043638,0.999325,0.002369,0.003166,0.002396,-0.021868,0.054044,-0.34778
0.2941,0.056018,0.958512,0.003496,0.002502,0.002577,-0.45868,-0.225619,0.110992
-0.156419,0.096304,0.989104,0.024666,0.034677,0.008721,-0.882079,0.742526,-0.78596
0.133509,0.961391,0.014938,0.3473,0.5707,0.465685,0.34824,0.322964,0.089891
-0.221006,-0.171914,0.969797,0.00119,0.001141,0.001808,0.012599,-0.058545,-0.055023
-0.021499,-0.012231,1.010738,0.005081,0.005026,0.002071,-0.716096,0.013968,-0.01497
0.199828,-0.11486,0.984246,0.001131,0.001129,0.001849,0.042876,-0.005417,0.047001
-0.008844,0.012784,1.008292,0.001125,0.001245,0.001888,0.080942,-0.02645,0.01453
-0.009506,0.003472,1.012917,0.004812,0.004865,0.007255,0.009434,-0.014579,0.007182
0.07267,0.15052,0.991951,0.001271,0.002382,0.002277,-0.059105,-0.042391,-0.356104
0.102651,0.237954,0.973765,0.004936,0.00455,0.007185,-0.060083,-0.052562,-0.042051
-0.008492,-0.027958,1.005369,0.001365,0.001402,0.002856,-0.026045,-0.215089,-0.068228
0.200899,-0.114495,0.981575,0.00109,0.001101,0.001802,0.037699,-0.019158,-0.032808
0.579615,0.506364,0.638914,0.00881,0.012108,0.013368,-0.083767,-0.325205,-0.531148
-0.009305,0.008343,1.013796,0.003039,0.003094,0.004722,0.238698,-0.273006,-0.285192
-0.001962,-0.003706,1.005161,0.001761,0.001441,0.002421,-0.118793,-0.060462,-0.150662
0.148585,-0.123532,0.989539,0.004676,0.004799,0.007435,-0.009891,0.078793,-0.010043
0.14876,-0.156008,0.983754,0.004541,0.004887,0.006836,-0.006448,-0.030092,-0.060592
0.028047,0.295605,0.958057,0.001433,0.004808,0.002647,-0.225978,0.090308,-0.616999
-0.133032,0.984606,0.022089,0.267744,0.494001,0.344485,-0.02641,0.395696,0.165484
0.201511,-0.114648,0.980657,0.001121,0.001121,0.001815,0.00434,-0.006063,0.009024
-0.194667,-0.09046,0.982706,0.001106,0.001062,0.001813,0.050677,-0.105013,0.00321
-0.015497,-0.003292,1.008139,0.001058,0.001108,0.001769,-0.060379,-0.074586,-0.080695
-0.095401,0.322168,0.948298,0.004739,0.004841,0.007321,0.031534,-0.016069,0.007722
-0.008811,0.004984,1.013388,0.001699,0.002622,0.003067,0.345352,-0.243984,0.048885
-0.134544,-0.081075,0.995788,0.001122,0.001106,0.001826,-0.045236,-0.056398,-0.034811
-0.005629,0.007944,1.005455,0.004617,0.004662,0.007136,0.018799,-0.058887,0.03152
0.012754,0.006415,1.006642,0.002554,0.003518,0.002481,-0.314662,-0.400263,0.369704
0.201515,-0.115062,0.980615,0.001127,0.001159,0.001775,0.07268,0.039096,-0.024018
0.046126,-0.140144,0.996339,0.002135,0.002202,0.0034,0.03738,-0.042559,0.002527
-0.173569,-0.016209,0.99077,0.00109,0.001136,0.001802,-0.064769,-0.007431,0.009902
0.212358,0.060159,0.983863,0.001315,0.00132,0.003684,0.213531,-0.369787,-0.100794
-0.005162,0.001061,1.008363,0.001243,0.001297,0.00212,-0.05562,-0.039095,0.021579
-0.010242,0.006713,1.014774,0.005075,0.004864,0.007505,-0.071634,0.003215,-0.010507
-0.007775,0.003412,1.010739,0.002192,0.0024,0.003726,0.079914,0.031192,-0.01193
0.563955,0.163473,0.812905,0.036388,0.046503,0.043747,0.07147,0.241687,-0.204694
0.20094,-0.114816,0.981328,0.001114,0.001202,0.001823,0.029854,-0.063535,-0.088124
-0.015741,-0.003274,1.008505,0.001097,0.001165,0.001862,-0.001941,-0.004537,-0.040181
-0.001751,-0.0018,1.005141,0.001447,0.00114,0.002116,-0.001108,-0.056198,-0.028863
-0.542436,-0.015724,0.862754,0.005229,0.004212,0.007273,0.076337,-0.505432,-0.284013
-0.006633,0.007297,1.007921,0.004767,0.00518,0.007031,0.100971,0.022896,0.006966
0.200864,-0.114996,0.981657,0.001087,0.00112,0.001736,0.000602,-0.035345,-0.002089
0.180075,0.429604,0.880282,0.104602,0.060124,0.110326,-0.769613,0.700644,-0.767807
0.201141,-0.114731,0.98105,0.001071,0.001164,0.001775,-0.012543,0.03091,0.00799
-0.006623,0.005659,1.005175,0.00118,0.001411,0.002082,0.129498,-0.149805,0.001897
-0.072827,0.274196,0.964119,0.001136,0.001195,0.001944,0.031344,0.015295,-0.074999
0.753936,0.072561,0.656798,0.01267,0.017252,0.013255,-0.694533,-0.904256,0.639877
-0.016067,-0.003454,1.009296,0.001108,0.001148,0.001844,-0.014429,-0.047561,-0.025916
0.201677,-0.114785,0.980081,0.001136,0.001119,0.001719,0.050937,-0.060139,-0.002839
-0.010243,0.005269,1.014851,0.005342,0.005561,0.00752,-0.016939,-0.025331,-0.013567
0.201776,-0.114833,0.980724,0.001093,0.001163,0.001829,0.010543,-0.030686,-0.024813
0.129723,-0.172086,0.986477,0.004624,0.004635,0.007002,0.060117,0.061908,-0.057724
-0.280189,0.035722,0.967274,0.001142,0.001156,0.00177,0.048709,0.001493,-0.017499
0.636451,-0.307254,0.71772,0.005115,0.006912,0.005598,0.012717,0.114206,0.575543
-0.0079,0.00615,1.009914,0.001207,0.001447,0.001973,0.242264,-0.02831,0.014077
0.250024,0.307288,0.922297,0.002194,0.00218,0.00351,0.020094,0.030993,-0.030818
0.099262,-0.133914,0.999222,0.001134,0.00111,0.00189,0.025852,-0.032375,-0.0283
-0.00652,-0.004781,1.00903,0.004542,0.004747,0.007271,-0.037081,0.000511,0.031864
-0.069412,0.563191,0.767628,0.098221,0.236433,0.206233,-0.103808,-0.158068,-0.779519
0.198437,-0.115301,0.987816,0.00108,0.001133,0.001812,-0.003858,0.024823,-0.055745
0.148646,-0.123304,0.990155,0.004617,0.004915,0.007477,0.023391,-0.073652,-0.004886
-0.017376,-0.170103,0.991911,0.001077,0.001164,0.001845,-0.016985,-0.027293,-0.118298
-0.00676,0.008909,1.005248,0.004439,0.004582,0.007384,0.024069,-0.026287,0.062105
-0.17404,-0.017149,0.991823,0.001211,0.001117,0.00182,0.072079,-0.072183,-0.010278
-0.008007,0.005089,1.008735,0.004707,0.004882,0.007204,0.013622,0.038359,0.014743
-0.015484,-0.003152,1.008802,0.001112,0.001071,0.001977,-0.013471,-0.087379,-0.047983
0.217887,0.961876,0.032762,0.307977,0.567927,0.420305,0.482706,0.229037,-0.066163
0.432109,-0.059883,0.906475,0.005153,0.00431,0.00417,-0.162497,-0.307869,0.102722
-0.035682,0.288208,0.962851,0.004334,0.004807,0.004509,0.050397,0.06156,-0.113189
-0.010723,-0.005534,1.00975,0.00473,0.004749,0.007147,0.041676,-0.041441,-0.015178
0.654897,0.394354,-0.629089,0.019703,0.028178,0.0539,-0.854547,0.178895,-0.061745
-0.230853,-0.084546,0.98027,0.001562,0.00165,0.002604,-0.272404,-0.143983,0.091497
-0.00193,0.057871,0.996956,0.053898,0.125266,0.042318,-0.146283,-0.264188,-0.234613
0.147989,-0.156503,0.984158,0.004577,0.004599,0.007148,-0.021887,-0.040734,-0.013675
-0.015899,-0.003117,1.008779,0.001027,0.001158,0.001799,-0.059448,-0.005318,-0.055525
-0.377114,0.011811,0.932768,0.001133,0.001148,0.001733,0.064005,-0.033434,-0.09344
0.202068,-0.114597,0.980759,0.001129,0.001046,0.001839,0.012981,-0.060718,-0.017479
-0.009553,0.003908,1.012407,0.004641,0.004886,0.00758,0.014458,-0.022439,0.005116
-0.377212,0.012024,0.932745,0.001062,0.001103,0.001756,0.064779,-0.044664,0.038237
0.795073,0.062149,0.608513,0.004111,0.0047,0.004397,-0.672303,-0.71777,0.726977
0.146696,0.972441,0.020659,0.299961,0.346733,0.322582,0.286466,0.281938,-0.072063
-0.008316,0.007597,1.007801,0.001558,0.00142,0.001775,-0.013368,0.007203,0.000505
0.19797,-0.115192,0.988394,0.001038,0.001151,0.001813,0.045674,-0.007985,-0.030574
-0.108202,0.215204,0.977635,0.06309,0.051345,0.033564,-0.012741,0.164119,-0.341513
0.199586,-0.114858,0.983885,0.001123,0.00119,0.001795,-0.072584,-0.061684,0.025721
-0.009937,0.005113,1.014006,0.004961,0.004975,0.007867,0.045091,-0.016964,0.013054
0.688063,0.515715,0.510069,0.005103,0.004009,0.003742,-0.614474,-0.632984,0.084374
-0.008677,0.004763,1.013732,0.00535,0.005244,0.00773,0.093017,0.050895,0.050987
-0.004688,0.00448,1.008638,0.004685,0.004794,0.007343,-0.001526,-0.021323,0.014874
-0.00874,0.004475,1.014816,0.004964,0.00514,0.007477,-0.000577,-0.014037,-0.008774
0.221862,0.139759,0.971938,0.004511,0.004811,0.007477,-0.019695,0.018715,0.001389
0.010086,-0.062419,1.01344,0.001568,0.001226,0.001997,-0.045529,0.150894,0.051944
-0.007472,0.006861,1.006175,0.001174,0.001356,0.002006,0.13885,-0.198792,-0.148755
-0.008146,0.004298,1.013831,0.006023,0.006013,0.008155,-0.046453,0.009709,-0.040731
0.176287,0.977169,0.069523,0.245273,0.428245,0.337721,0.490397,0.281029,0.210218
-0.079974,0.32629,0.94436,0.003,0.006146,0.005196,-0.185569,-0.242297,-0.507943
0.598024,-0.3997,0.705923,0.049843,0.084036,0.054027,0.380996,0.294611,0.580713
-0.009611,0.004714,1.014364,0.001247,0.001819,0.001887,0.300591,-0.013048,0.054316
0.93275,0.030168,0.330904,0.044611,0.136228,0.047871,-0.695718,-0.696518,0.849113
-0.007666,0.00683,1.009494,0.001715,0.003581,0.003957,0.66744,-0.061208,-0.074537
-0.00921,0.004382,1.011867,0.004806,0.004929,0.007241,0.035612,-0.018622,0.039317
0.190496,-0.046985,0.988932,0.00231,0.00224,0.003758,0.149068,-0.09139,-0.097923
-0.007721,0.005302,1.010962,0.004939,0.004927,0.007444,-0.013221,0.02276,-0.008309
0.001829,0.053252,1.007834,0.070685,0.052219,0.021546,-0.073662,-0.354788,-0.305097
-0.032381,-0.186344,0.988208,0.001107,0.001083,0.001819,-0.03025,-0.035651,-0.025796
-0.063682,-0.235504,0.977476,0.00108,0.001132,0.001917,0.004476,-0.087477,-0.094973
0.201704,-0.114852,0.98044,0.001116,0.001096,0.001813,-0.033746,-0.044087,-0.049205
-0.063725,0.160971,0.990867,0.002518,0.002375,0.003706,-0.129647,0.072673,0.027718
-0.016032,-0.003725,1.009989,0.001136,0.001123,0.001833,-0.001617,-0.027204,-0.016509
0.043063,0.323574,0.951923,0.019928,0.039908,0.03322,-0.444706,0.006852,-0.434513
-0.009825,0.005865,1.010657,0.00113,0.001698,0.001805,0.226586,-0.035859,-0.021952
-0.007418,0.00438,1.005508,0.001223,0.00232,0.001989,0.424756,-0.06092,-0.087419
-0.016047,-0.003838,1.009281,0.001145,0.001148,0.001786,0.032641,-0.028044,-0.084819
0.589623,-0.117354,0.80667,0.003265,0.004949,0.003341,0.090104,0.25849,0.278616
-0.554011,-0.120517,0.849719,0.007696,0.005108,0.006969,0.258573,-0.154208,0.135607
-0.005884,0.004873,1.008117,0.00214,0.002277,0.003588,0.017682,0.03606,0.048113
0.20133,-0.11477,0.981112,0.001118,0.001106,0.001754,0.015536,-0.088168,0.005733
0.070146,0.3042,0.952727,0.001468,0.002502,0.002273,0.192979,-0.20977,-0.40949
-0.006875,0.02478,1.003425,0.001509,0.001318,0.002173,0.079675,0.05571,0.069176
0.078716,0.39189,0.917982,0.001183,0.001198,0.001955,0.076011,-0.052024,-0.113788
-0.008056,0.00564,1.008817,0.001413,0.001342,0.001779,0.01253,-0.005124,-0.020844
-0.037437,-0.167763,0.992262,0.001845,0.001346,0.00215,0.110542,-0.02109,0.030783
-0.024417,-0.005831,1.009061,0.002652,0.005531,0.001909,-0.512857,-0.103068,0.076003
0.201208,-0.115033,0.981259,0.001136,0.001149,0.001855,0.014822,0.000806,-0.018057
0.333647,0.219762,0.686637,0.463298,0.213337,0.375242,0.494326,-0.860583,-0.715868
0.31035,0.20137,0.939864,0.021714,0.038764,0.013252,-0.408021,-0.322781,-0.111089
0.20149,-0.114747,0.981049,0.001102,0.001131,0.001823,0.058471,-0.008652,0.010865
-0.003098,-0.011445,1.010901,0.001617,0.001457,0.002186,0.021158,-0.15597,-0.091852
-0.012284,0.237052,0.979757,0.008686,0.006593,0.004965,-0.831658,0.289151,-0.338283
0.201484,-0.114864,0.980548,0.001087,0.00117,0.001804,-0.031764,0.001667,-0.037117
-0.010532,-0.025155,1.008624,0.002218,0.002232,0.003637,0.015397,-0.10277,-0.042208
-0.015535,-0.003255,1.008865,0.001115,0.001171,0.001781,0.055446,-0.013426,-0.01035
0.129866,-0.172813,0.986348,0.004655,0.00453,0.007415,-0.029119,0.02828,-0.022537
-0.01791,-0.169907,0.992423,0.001105,0.001104,0.001844,0.057686,-0.099626,-0.00548
-0.212789,-0.169194,0.974181,0.001215,0.00124,0.00231,0.12533,-0.342122,-0.280763
-0.008351,0.004891,1.013029,0.004852,0.004849,0.007427,-0.0035,-0.024484,0.012057
-0.010179,0.005613,1.010966,0.001225,0.001834,0.001863,0.283429,-0.03677,-0.014132
0.067247,0.982642,-0.002668,0.105083,0.082933,0.113996,0.009079,-0.218108,-0.058635
-0.007148,0.00407,1.008543,0.002313,0.0025,0.00372,-0.00809,-0.064011,0.046841
-0.008866,0.006025,1.013524,0.00133,0.00154,0.001925,0.163615,-0.043568,-0.042345
-0.006733,-0.002609,1.009069,0.004542,0.004795,0.007392,0.05417,0.058291,-0.024214
-0.012213,0.915718,0.353236,0.120434,0.18685,0.127112,-0.362395,-0.215598,0.208774
-0.194977,-0.090691,0.983186,0.001166,0.00119,0.002028,0.10529,-0.067597,-0.115832
-0.008628,0.005445,1.013631,0.001158,0.001198,0.002051,0.078428,-0.085384,-0.113889
-0.006389,-0.002678,1.008278,0.00471,0.004694,0.007164,0.022521,0.007894,-0.031587
-0.007477,0.00551,1.009624,0.001688,0.002745,0.004038,0.597994,-0.159999,0.029847
0.190205,-0.044478,0.987838,0.002163,0.002224,0.003349,0.0314,-0.03051,0.017091
-0.015599,-0.003413,1.008764,0.001101,0.001158,0.001835,0.015091,-0.035498,-0.065907
-0.020666,-0.019238,1.014675,0.00215,0.001576,0.004088,0.179434,0.333147,-0.024665
-0.006991,0.007406,1.011344,0.00235,0.003492,0.004864,0.427041,-0.090427,-0.052735
-0.010463,0.005762,1.014708,0.004627,0.004871,0.007287,-0.068897,-0.000989,0.006696
0.201392,-0.11463,0.981151,0.001093,0.001155,0.001844,0.019503,-0.095648,-0.13283
-0.023854,0.424792,0.633647,0.18455,0.432799,0.458636,0.100683,0.06433,-0.93568
-0.117321,0.376513,0.924221,0.00119,0.001268,0.001905,0.035499,-0.083252,-0.127192
-0.009197,0.004467,1.013194,0.001346,0.002046,0.002543,0.310714,-0.046526,0.039381
0.099498,-0.133775,0.997966,0.001092,0.001136,0.001825,0.09597,-0.015969,-0.090621
-0.003585,0.012649,1.007672,0.001221,0.001259,0.002233,0.019692,-0.094666,-0.004407
-0.008654,0.005026,1.013667,0.004547,0.005121,0.007762,-0.003194,-0.005377,0.013458
0.179269,0.962011,0.061374,0.336987,0.568232,0.387812,0.514642,0.233431,0.095857
-0.009614,-0.004584,1.010269,0.004664,0.004748,0.006964,0.071339,-0.033866,-0.015745
0.207238,0.958629,0.133832,0.018361,0.014425,0.040643,-0.655795,0.499977,-0.329451
0.041441,0.076694,1.004265,0.006959,0.004811,0.007533,0.198368,-0.066007,-0.020994
-0.007148,0.004476,1.003919,0.004919,0.004661,0.007503,0.085559,0.008824,-0.014416
0.183035,0.7368,0.518724,0.173996,0.253256,0.262155,0.83199,-0.890454,-0.967727
0.12151,-0.20194,0.985382,0.001149,0.001143,0.00225,0.016965,0.083807,-0.149687
-0.02242,0.017988,1.003321,0.001838,0.002111,0.005224,0.307364,-0.143036,0.036316
0.201142,-0.114907,0.981136,0.001107,0.001067,0.00177,0.000339,0.034547,0.001671
-0.037205,-0.166276,0.990767,0.001452,0.001218,0.001995,0.043591,-0.065953,-0.047601
-0.098076,0.058017,1.002203,0.005216,0.004567,0.007235,-0.010529,-0.053707,0.02292
0.325536,0.426605,0.845255,0.001235,0.001721,0.002036,0.121913,-0.115602,-0.20975
-0.013823,-0.019436,1.01058,0.004011,0.003892,0.005084,-0.186819,-0.241866,0.390405
-0.015629,-0.003317,1.008416,0.001106,0.001181,0.001937,0.036825,-0.006729,-0.058359
-0.021186,-0.012532,1.009816,0.003231,0.003206,0.001927,-0.619617,0.004246,-0.013052
-0.173463,-0.016541,0.990593,0.001089,0.001153,0.001913,0.076074,-0.090633,-0.040114
-0.021292,-0.01233,1.010997,0.003222,0.00247,0.002098,-0.48068,-0.041276,-0.027922
0.056529,0.983828,-0.091025,0.057427,0.044073,0.061618,-0.062781,0.386758,-0.05096
-0.007859,0.003781,1.013612,0.005482,0.005137,0.007267,0.031927,0.025195,0.025309
-0.004587,0.004179,1.007908,0.005385,0.004755,0.007934,0.008826,-0.05565,-0.001809
-0.000444,-0.023699,1.006886,0.001686,0.00236,0.002641,0.544375,0.037577,0.181456
-0.378816,0.01194,0.933229,0.001218,0.001256,0.001997,0.055522,-0.077881,-0.074153
-0.008415,0.005796,1.012978,0.001166,0.00137,0.001903,0.149685,-0.020811,0.044809
-0.008282,0.005309,1.013336,0.00477,0.004875,0.007537,-0.028327,-0.003195,0.011643
-0.007712,0.006315,1.008856,0.002718,0.002883,0.003558,-0.000189,-0.023107,-0.019938
-0.173635,-0.016137,0.991165,0.001136,0.001212,0.00185,0.037904,-0.130749,-0.0764
0.638294,0.187669,0.75077,0.016652,0.019634,0.010179,-0.852151,-0.904401,0.675637
-0.006133,0.006407,1.008496,0.002181,0.002258,0.003318,0.043395,0.047736,-0.07589
-0.007953,0.007402,1.013287,0.004506,0.004416,0.007497,0.003018,-0.019324,-0.004068
0.217876,0.045352,0.980716,0.004625,0.004594,0.007273,0.011977,-0.014407,-0.022753
0.040332,0.215957,0.982118,0.022035,0.02494,0.013162,-0.620227,0.146679,-0.433512
-0.021513,-0.012303,1.010314,0.002646,0.002314,0.001826,-0.588553,-0.049274,0.008958
-0.008458,0.005336,1.00829,0.00112,0.001481,0.00198,0.172947,-0.065201,-0.027791
-0.006682,-0.005168,1.008199,0.001121,0.001093,0.001972,-0.03849,-0.049457,0.015625
-0.057031,0.038774,1.005744,0.001657,0.002161,0.002148,0.416475,-0.213803,-0.238967
-0.008332,0.005507,1.01042,0.001263,0.001483,0.002085,0.273069,-0.183827,-0.080141
0.026869,0.255531,0.903996,0.084524,0.317102,0.159449,0.685314,-0.558821,-0.858704
-0.022101,-0.007296,1.011748,0.003919,0.006836,0.004819,-0.6426,-0.225554,-0.026366
-0.159768,-0.080272,0.994164,0.004627,0.004635,0.006981,0.037034,-0.028288,0.020383
-0.00716,0.005801,1.011988,0.002998,0.002701,0.009835,0.172366,-0.49419,-0.337293
0.439514,0.142881,0.892227,0.004603,0.013685,0.004185,-0.502538,0.236056,0.241077
-0.031795,0.00102,1.009367,0.004955,0.005921,0.03414,-0.140295,0.119383,-0.465269
-0.130961,0.312377,0.942679,0.085105,0.091506,0.111846,0.082305,-0.066305,-0.247198
0.020459,0.299516,0.957363,0.001387,0.004074,0.002447,-0.161157,-0.002635,-0.545904
0.169291,0.964202,0.051976,0.30316,0.539186,0.343967,0.348147,0.236636,0.1247
-0.105621,-0.053414,1.007669,0.001127,0.001226,0.001939,-0.001042,-0.086691,-0.082549
-0.039767,0.986499,-0.055268,0.014108,0.006371,0.013838,0.010289,0.073366,0.256975
-0.10892,0.977103,-0.121762,0.007223,0.003664,0.009304,0.161359,-0.371757,0.25274
-0.171006,-0.002682,0.992387,0.056926,0.049437,0.036483,-0.128338,0.118653,-0.113757
0.008152,0.286904,0.950821,0.071176,0.162863,0.08242,-0.385441,0.122771,-0.436388
-0.070052,0.360886,0.92559,0.071417,0.108631,0.058762,0.227739,-0.439581,-0.738368
0.159767,0.960075,-0.015818,0.43081,0.70833,0.487471,0.331575,0.189294,0.161991
-0.009304,0.012398,1.010057,0.001154,0.001585,0.001766,0.185386,-0.00957,-0.021529
0.198785,-0.115124,0.987597,0.001128,0.001172,0.00185,0.037707,-0.040214,-0.033161
-0.114943,0.916421,0.371766,0.103269,0.100626,0.081742,-0.30395,0.126862,-0.361818
-0.008382,0.004277,1.013191,0.004812,0.004812,0.007298,0.046809,-0.030545,-0.012958
0.197968,-0.115077,0.988377,0.001147,0.001133,0.001809,0.004051,-0.042176,-0.007499
0.008243,-0.064253,1.013709,0.001229,0.001228,0.002158,0.128523,-0.198321,-0.156533
-0.005591,0.004976,1.004266,0.001264,0.001778,0.001958,0.280732,-0.077242,-0.150009
0.788647,0.463198,0.399037,0.007147,0.007049,0.008378,-0.223134,-0.573263,-0.433851
-0.08859,-0.271276,0.966392,0.002258,0.007844,0.004542,-0.245999,-0.322123,0.384989
-0.01789,-0.169682,0.992757,0.00109,0.001155,0.00177,0.012028,-0.042423,-0.089961
-0.008687,0.0046,1.014595,0.005036,0.004756,0.007619,0.04062,-0.002883,-0.020224
0.013864,0.003554,1.008945,0.00471,0.004713,0.007305,0.007234,0.050503,-0.008858
0.218757,0.060942,0.979237,0.001105,0.001137,0.001797,0.035191,-0.003802,-0.004436
0.790768,0.051138,0.61549,0.001622,0.001735,0.002568,-0.027491,-0.364363,-0.088583
-0.11344,0.205882,0.982167,0.054586,0.062853,0.06942,-0.218697,0.028237,-0.288813
-0.009818,0.003412,1.013604,0.004695,0.004934,0.007385,0.01788,0.000999,0.076367
-0.18153,0.220248,0.936186,0.235092,0.158261,0.165671,0.378214,0.220156,-0.263087
-0.013909,-0.012254,1.006554,0.001187,0.001103,0.001941,0.12747,-0.090813,-0.009508
-0.007742,0.005339,1.010029,0.001693,0.002765,0.005668,0.583641,-0.236063,0.036385
-0.009157,0.00762,1.014325,0.003756,0.002725,0.017584,-0.10124,-0.354606,-0.155096
-0.006909,0.004505,1.010015,0.002309,0.002624,0.003804,-0.012528,-0.155702,0.032618
-0.010247,0.006208,1.015541,0.004975,0.005263,0.007559,-0.01333,0.000679,0.003895
-0.002484,0.001472,1.00428,0.001152,0.001217,0.002193,0.050489,-0.015745,-0.021101
0.253972,-0.039361,0.973651,0.0012,0.001118,0.002104,-0.001253,0.083857,0.006197
-0.008137,0.005477,1.012612,0.002687,0.002391,0.003545,0.040572,-0.046824,0.052869
0.198881,-0.114787,0.987649,0.001158,0.001159,0.001844,0.03623,-0.067425,-0.029894
-0.070553,0.273627,0.964143,0.001181,0.0012,0.001896,-0.018858,-0.084283,-0.086265
0.086742,-0.07423,0.989953,0.061496,0.16197,0.075799,-0.750363,0.384089,-0.432637
-0.008626,-0.006346,1.0134,0.006678,0.0083,0.002826,-0.848901,0.102478,-0.054709
-0.024524,-0.004703,1.01198,0.002189,0.00251,0.001957,-0.262103,-0.04815,-0.056725
0.049091,0.234745,0.973661,0.001218,0.001585,0.002068,-0.003538,-0.013969,-0.231679
-0.006304,0.005873,1.007844,0.002754,0.002644,0.004793,-0.039035,-0.304958,0.073033
0.75645,0.216356,0.619883,0.003003,0.008154,0.003761,-0.425084,-0.0573,-0.02685
-0.009673,0.005404,1.010572,0.001328,0.002313,0.002541,0.445641,-0.137104,-0.069747
0.914818,-0.012741,0.409742,0.005299,0.007428,0.006264,0.027733,-0.67385,-0.025914
0.201604,-0.114659,0.980833,0.001111,0.00116,0.001778,-0.022866,-0.046165,-0.001397
-0.015559,0.010046,1.013207,0.001201,0.00149,0.001893,0.171792,-0.067464,0.013863
-0.007864,0.00778,1.009581,0.001155,0.001296,0.001872,0.119026,-0.088314,-0.043926
-0.008116,0.005202,1.0127,0.001557,0.001615,0.001971,0.043554,0.019209,-0.028191
-0.058236,0.983975,0.081981,0.12285,0.125903,0.113633,0.018788,-0.137908,-0.158502
0.249076,0.953573,-0.055957,0.005376,0.003994,0.009396,-0.227265,0.019407,-0.098616
0.18517,0.957352,0.130539,0.185299,0.378629,0.224037,0.329246,0.188007,0.119039
0.444511,0.0868,0.900924,0.052747,0.028523,0.057401,0.281338,-0.131132,0.041419
-0.033328,0.000127,1.01042,0.005114,0.004822,0.009012,-0.044104,-0.034097,-0.011904
-0.005097,0.000977,1.008252,0.001115,0.00113,0.001769,-0.041555,0.024306,0.021698
0.199531,-0.114978,0.985055,0.001146,0.001196,0.001967,0.039315,-0.105749,-0.121994
0.143734,0.973254,0.005454,0.379085,0.54145,0.419667,0.308931,0.432343,0.129527
-0.074728,0.305129,0.952795,0.00111,0.001253,0.001849,0.027673,-0.070324,-0.038994
0.201976,-0.11478,0.980696,0.001911,0.001606,0.004304,0.178287,-0.039632,-0.304066
-0.008463,0.005927,1.013118,0.001192,0.00133,0.001832,0.196111,-0.034425,0.024052
0.102739,0.953855,0.232395,0.096029,0.035877,0.065209,-0.329731,0.341535,-0.256869
-0.016448,-0.023199,1.010303,0.002098,0.00154,0.00235,0.023903,-0.169976,0.157009
0.248997,0.306334,0.923241,0.002166,0.002222,0.003422,0.051006,0.049326,-0.037862
-0.00922,0.01256,1.009288,0.001168,0.00134,0.001898,0.100162,-0.120009,-0.030747
-0.015499,-0.003052,1.008186,0.001115,0.001189,0.00182,0.005473,-0.040942,-0.073147
-0.009134,0.005647,1.014001,0.001196,0.00125,0.002074,0.098256,-0.005081,0.09164
0.068737,0.887565,0.444793,0.0079,0.010323,0.021795,-0.092718,-0.434692,-0.576586
-0.009395,0.008067,1.014475,0.002284,0.002236,0.003525,0.041184,-0.018804,0.035205
-0.022611,0.019474,1.004231,0.001501,0.001238,0.002034,0.00565,-0.02623,-0.056168
0.218005,0.045419,0.979721,0.00451,0.004677,0.007184,0.004169,0.021324,-0.031263
0.013062,0.046182,1.007371,0.004894,0.006084,0.007401,-0.000385,0.037938,-0.003528
